id,fighter_name,weight_pounds,date_of_birth,height_feet,height_inches
1456,Jason Ireland,161.0,1979-12-30,5.0,9.0
1457,Eric Irvin,155.0,1986-01-10,5.0,8.0
1458,James Irvin,205.0,1978-09-12,6.0,2.0
1459,Mitsuhiro Ishida,154.0,1978-12-29,5.0,6.0
1460,Teruto Ishihara,135.0,1991-07-23,5.0,7.0
1461,Yuki Ishikawa,205.0,1967-02-08,5.0,11.0
1462,Eiji Ishikawa,170.0,1979-10-12,5.0,10.0
1463,Satoshi Ishii,240.0,1986-12-19,5.0,11.0
1464,Damir Ismagulov,155.0,1991-02-03,5.0,9.0
1465,Tokimitsu Ishizawa,185.0,1968-08-05,6.0,0.0
1466,Wallid Ismail,205.0,1968-02-23,5.0,7.0
1467,Leandro Issa,135.0,1983-09-19,5.0,7.0
1468,Tatsuya Iwasaki,205.0,1969-06-20,5.0,9.0
1469,Tomomi Iwama,155.0,1977-02-07,5.0,3.0
1470,Anthony Ivy,185.0,1990-01-23,6.0,2.0
1471,Blagoy Ivanov,250.0,1986-10-09,5.0,11.0
1472,Yoislandy Izquierdo,155.0,1984-01-09,5.0,11.0
1473,Hiroshi Izumi,205.0,1982-06-22,,
1474,Yves Jabouin,135.0,1979-05-30,5.0,7.0
1475,Kevin Jackson,199.0,1964-11-25,5.0,10.0
1476,Eugene Jackson,185.0,1966-09-23,5.0,8.0
1477,Jeremy Jackson,170.0,1982-09-19,5.0,10.0
1478,Kenyon Jackson,185.0,,6.0,0.0
1479,Quinton Jackson,205.0,1978-06-20,6.0,1.0
1480,Mike Jackson,170.0,1985-03-22,6.0,2.0
1481,Jason Jackson,170.0,1990-10-30,6.0,1.0
1482,Damon Jackson,145.0,1988-08-08,5.0,11.0
1483,Eric Jacob,155.0,,,
1484,Montel Jackson,135.0,1992-04-24,5.0,10.0
1485,Dustin Jacoby,205.0,1988-04-04,6.0,3.0
1486,Justin James,155.0,1976-11-08,5.0,10.0
1487,Nate James,185.0,1978-05-29,6.0,0.0
1488,Ryan Janes,185.0,1981-08-22,6.0,3.0
1489,Virna Jandiroba,115.0,1988-05-30,5.0,3.0
1490,Josh Janousek,185.0,1980-09-25,5.0,11.0
1491,Jaime Jara,205.0,1969-08-02,6.0,1.0
1492,Dave Jansen,155.0,1979-08-21,5.0,9.0
1493,Gigo Jara,145.0,,5.0,9.0
1494,Keith Jardine,185.0,1975-10-31,6.0,2.0
1495,Josh Jarvis,,,,
1496,Brock Jardine,170.0,1985-07-10,5.0,11.0
1497,Justin Jaynes,155.0,1989-08-10,5.0,7.0
1498,Louis Jauregui,170.0,,5.0,7.0
1499,Rony Jason,145.0,1984-03-21,5.0,7.0
1500,Joanna Jedrzejczyk,115.0,1987-08-18,5.0,6.0
1501,Aaron Jeffery,185.0,1992-11-14,6.0,2.0
1502,Trent Jenkins,185.0,,6.0,2.0
1503,Bubba Jenkins,145.0,1988-02-05,5.0,7.0
1504,Adrienna Jenkins,145.0,1981-07-22,5.0,8.0
1505,Steve Jennum,215.0,1963-09-23,5.0,10.0
1506,Ryan Jensen,185.0,1977-09-20,6.0,1.0
1507,Kyle Jensen,170.0,1979-07-20,5.0,9.0
1508,Maciej Jewtuszko,155.0,1981-01-31,6.0,0.0
1509,Chan-Mi Jeon,115.0,1997-08-28,5.0,5.0
1510,Ronald Jhun,170.0,1970-09-21,5.0,11.0
1511,Gilbert Jimenez,155.0,,,
1512,Art Jimmerson,196.0,1963-08-04,6.0,1.0
1513,Carls John De Tomas,125.0,1996-08-28,5.0,5.0
1514,Sung Bin Jo,145.0,1992-07-17,6.0,0.0
1515,Phil Johns,170.0,1968-10-22,5.0,2.0
1516,Brett Johns,135.0,1992-02-21,5.0,7.0
1517,Miles Johns,135.0,1994-03-30,5.0,7.0
1518,Travis Johnson,205.0,,,
1519,Devin Johnson,,,,
1520,Tony Johnson,265.0,,6.0,1.0
1521,DaMarques Johnson,170.0,1982-06-28,6.0,1.0
1522,Ricky Johnson,145.0,,5.0,8.0
1523,Lavar Johnson,240.0,1977-06-11,6.0,4.0
1524,Ryan Jimmo,205.0,1981-11-27,6.0,1.0
1525,Kajan Johnson,155.0,1984-04-21,5.0,11.0
1526,Deshaun Johnson,167.0,1970-11-15,,
1527,Demetrious Johnson,125.0,1986-08-13,5.0,3.0
1528,Michael Johnson,155.0,1986-06-04,5.0,10.0
1529,Dashon Johnson,145.0,1988-01-25,5.0,7.0
1530,Timothy Johnson,265.0,1985-03-13,6.0,3.0
1531,Jordan Johnson,205.0,1988-11-18,6.0,2.0
1532,Taylor Johnson,185.0,1990-11-09,6.0,0.0
1533,Anthony Johnson,205.0,1984-03-06,6.0,2.0
1534,Jose Johnson,135.0,1995-05-25,6.0,0.0
1535,Chad Johnson,230.0,1986-07-22,6.0,2.0
1536,Brian Johnston,230.0,1968-07-28,6.0,3.0
1537,Daniel Jolly,205.0,1984-09-03,6.0,1.0
1538,Liana Jojua,125.0,1995-03-22,5.0,4.0
1539,Paul Jones,199.0,1963-06-16,5.0,9.0
1540,Nathan Jones,345.0,1970-08-21,6.0,11.0
1541,Marcus Jones,265.0,1973-08-15,6.0,6.0
1542,Tito Jones,145.0,1981-07-31,5.0,8.0
1543,Carlton Jones,225.0,,6.0,1.0
1544,Jesse Jones,170.0,,5.0,9.0
1545,Jon Jones,205.0,1987-07-19,6.0,4.0
1546,Roy Jones,205.0,1983-10-26,,
1547,Justin Jones,185.0,1987-09-06,5.0,11.0
1548,Ben Jones,185.0,,,
1549,Victor Jones,145.0,,,
1550,Chris Jones,149.0,1981-11-16,5.0,9.0
1551,Roshaun Jones,135.0,,5.0,8.0
1552,Antonio Jones,185.0,1985-04-12,5.0,11.0
1553,Jamelle Jones,205.0,1988-01-31,6.0,0.0
1554,Trevin Jones,140.0,1990-08-04,5.0,7.0
1555,Mason Jones,155.0,1995-04-26,5.0,10.0
1556,Jocelyn Jones-Lybarger,115.0,1985-10-04,5.0,7.0
1557,Joe Jordan,155.0,1978-07-27,5.0,6.0
1558,Kevin Jordan,245.0,1970-12-31,6.0,3.0
1559,Shawn Jordan,260.0,1984-10-21,6.0,0.0
1560,Ivan Jorge,155.0,1980-11-07,5.0,9.0
1561,Gareth Joseph,205.0,1984-09-28,,
1562,Scott Jorgensen,135.0,1982-09-17,5.0,5.0
1563,Dwight Joseph,135.0,1989-08-16,5.0,6.0
1564,Jeff Joslin,170.0,1975-04-30,6.0,0.0
1565,Krzysztof Jotko,185.0,1989-08-19,6.0,1.0
1566,Alan Jouban,170.0,1981-11-25,6.0,0.0
1567,Charles Jourdain,145.0,1995-11-27,5.0,9.0
1568,Mike Joy,155.0,1985-07-18,5.0,6.0
1569,Dustin Joynson,244.0,1985-10-14,6.0,6.0
1570,Tony Juarez,155.0,,,
1571,Jesse Juarez,170.0,1981-05-08,6.0,1.0
1572,Steve Judson,230.0,,5.0,11.0
1573,Bu-Kyung Jung,154.0,1978-05-26,5.0,7.0
1574,Luke Jumeau,170.0,1988-02-12,5.0,11.0
1575,Young Sam Jung,139.0,1985-10-27,5.0,8.0
1576,Chan Sung Jung,145.0,1987-03-17,5.0,7.0
1577,Da-Un Jung,205.0,1993-12-07,6.0,4.0
1578,Scott Junk,265.0,1978-12-17,6.0,1.0
1579,Myles Jury,145.0,1988-10-31,5.0,10.0
1580,Cristiane Justino,145.0,1985-07-09,5.0,8.0
1581,Oron Kahlon,145.0,1981-01-03,5.0,8.0
1582,Patrick Kaase,185.0,,5.0,9.0
1583,Emily Kagan,115.0,1981-07-14,5.0,3.0
1584,Sirwan Kakai,135.0,1989-10-03,5.0,5.0
1585,Bryson Kamaka,170.0,,5.0,11.0
1586,Geza Kalman,200.0,,6.0,1.0
1587,Kai Kamaka,145.0,1995-01-05,5.0,7.0
1588,Martin Kampmann,170.0,1982-04-17,6.0,0.0
1589,Masanori Kanehara,135.0,1982-11-19,5.0,7.0
1590,Hiromitsu Kanehara,200.0,1970-10-05,5.0,10.0
1591,Ken Kaneko,161.0,1976-10-19,6.0,0.0
1592,Kyung Ho Kang,135.0,1987-09-09,5.0,9.0
1593,Bharat Kandare,135.0,1987-06-20,5.0,7.0
1594,Denis Kang,185.0,1977-09-17,5.0,11.0
1595,Manel Kape,125.0,1993-11-14,5.0,5.0
1596,David Kaplan,155.0,1979-11-16,5.0,7.0
1597,Yusuke Kasuya,155.0,1989-11-16,5.0,7.0
1598,Georgi Karakhanyan,145.0,1985-05-29,5.0,8.0
1599,Tetsuji Kato,155.0,1977-12-05,,
1600,Impa Kasanganay,185.0,1994-01-17,5.0,11.0
1601,Kai Kara-France,125.0,1993-03-26,5.0,4.0
1602,Alex Karalexis,155.0,1977-09-20,5.0,8.0
1603,Nadia Kassem,125.0,1995-11-15,5.0,5.0
1604,Brad Katona,135.0,1991-12-19,5.0,6.0
1605,Hisaki Kato,185.0,1982-09-17,6.0,0.0
1606,Calvin Kattar,145.0,1988-03-26,5.0,11.0
1607,Canaan Kawaihae,145.0,1997-08-26,6.0,0.0
1608,Sarah Kaufman,135.0,1985-09-20,5.0,5.0
1609,Ryo Kawamura,205.0,1981-06-29,5.0,11.0
1610,Yusuke Kawaguchi,255.0,1980-08-14,6.0,0.0
1611,Tatsuya Kawajiri,145.0,1978-05-08,5.0,7.0
1612,Doug Kay,,,,
1613,Ryan Keenan,170.0,1985-06-15,5.0,10.0
1614,Julie Kedzie,135.0,1981-03-18,5.0,5.0
1615,CJ Keith,155.0,1986-08-09,6.0,0.0
1616,Brian Kelleher,145.0,1986-08-19,5.0,6.0
1617,Mayana Kellem,135.0,1981-07-07,5.0,5.0
1618,Chris Kelades,125.0,1981-02-21,5.0,7.0
1619,John Kelly,170.0,1978-08-02,5.0,9.0
1620,Waylon Kennell,185.0,,6.0,0.0
1621,Jeremy Kennedy,145.0,1992-09-16,5.0,11.0
1622,Tony Kelley,135.0,1987-01-21,5.0,9.0
1623,Daniel Kelly,185.0,1977-10-31,6.0,0.0
1624,Paul Kelly,155.0,1984-09-12,5.0,9.0
1625,Steve Kennedy,170.0,1983-03-07,5.0,11.0
1626,Tim Kennedy,185.0,1979-09-01,5.0,11.0
1627,Aurelijus Kerpe,,,,
1628,Ron Keslar,185.0,1980-04-17,,
1629,Casey Kenney,140.0,1991-03-20,5.0,7.0
1630,Will Kerr,155.0,1982-10-21,5.0,10.0
1631,Sergey Khandozhko,170.0,1992-05-19,6.0,1.0
1632,Rustam Khabilov,155.0,1986-11-04,5.0,8.0
1633,Adam Khaliev,170.0,1984-04-16,6.0,0.0
1634,Mark Kerr,266.0,1968-12-21,6.0,3.0
1635,Sergei Kharitonov,245.0,1980-08-18,6.0,0.0
1636,Alfred Khashakyan,135.0,1988-07-17,5.0,8.0
1637,Akira Kikuchi,155.0,1978-07-23,5.0,8.0
1638,Sanae Kikuta,200.0,1971-09-10,5.0,9.0
1639,Aliaskhab Khizriev,185.0,1990-08-24,5.0,9.0
1640,Katsunori Kikuno,145.0,1981-10-31,5.0,8.0
1641,Jacob Kilburn,145.0,1995-06-28,5.0,9.0
1642,Pannie Kianzad,135.0,1991-12-08,5.0,7.0
1643,Jin Oh Kim,205.0,1979-12-12,5.0,9.0
1644,Dae Won Kim,180.0,1979-11-01,5.0,11.0
1645,Jong Man Kim,139.0,1978-03-03,5.0,7.0
1646,Jong Won Kim,139.0,1976-11-20,5.0,7.0
1647,Jong Wang Kim,240.0,,6.0,1.0
1648,Dong Hyun Kim,170.0,1981-11-17,6.0,2.0
1649,Min Soo Kim,255.0,1975-01-22,6.0,1.0
1650,Ji Yeon Kim,125.0,1989-10-18,5.0,7.0
1651,Jeremy Kimball,205.0,1991-01-03,6.0,0.0
1652,Dustin Kimura,135.0,1989-05-21,5.0,7.0
1653,Mike King,185.0,1983-08-04,6.0,3.0
1654,Taiei Kin,185.0,1970-07-08,5.0,11.0
1655,Rob Kimmons,185.0,1981-01-30,5.0,10.0
1656,Kamuela Kirk,145.0,1994-04-13,5.0,10.0
1657,Kyle Kingsbury,205.0,1982-03-22,6.0,4.0
1658,Yurij Kiseliov,185.0,1976-07-29,5.0,8.0
1659,Justine Kish,125.0,1988-04-13,5.0,5.0
1660,Ludovit Klein,155.0,1995-02-22,5.0,7.0
1661,Koji Kitao,350.0,1963-10-12,6.0,7.0
1662,Satoru Kitaoka,154.0,1980-02-04,5.0,6.0
1663,Seth Kleinbeck,185.0,1973-07-25,6.0,2.0
1664,Michael Knaap,220.0,1984-02-27,6.0,2.0
1665,Stefan Klever,185.0,,,
1666,Drakkar Klose,155.0,1988-03-09,5.0,9.0
1667,Kevin Knabjian,170.0,1984-07-05,5.0,10.0
1668,Isao Kobayashi,145.0,1988-10-28,5.0,8.0
1669,Kelly Kobold,135.0,1983-02-25,5.0,6.0
1670,William Knight,205.0,1988-04-03,5.0,10.0
1671,Jason Knight,145.0,1992-07-14,5.0,10.0
1672,Sokun Koh,205.0,,6.0,1.0
1673,Shingo Kohara,135.0,,5.0,6.0
1674,Erik Koch,170.0,1988-10-04,5.0,10.0
1675,Brad Kohler,220.0,1964-05-26,5.0,9.0
1676,John Kolosci,185.0,1974-11-26,5.0,11.0
1677,Tsuyoshi Kohsaka,225.0,1970-03-06,5.0,11.0
1678,Charlie Kohler,155.0,1976-07-16,5.0,9.0
1679,Syuri Kondo,115.0,1989-02-08,5.0,4.0
1680,Yuki Kondo,183.0,1975-07-17,5.0,11.0
1681,Andrei Kopylov,265.0,1965-07-16,6.0,2.0
1682,Cheick Kongo,240.0,1975-05-17,6.0,4.0
1683,Roman Kopylov,185.0,1991-05-04,6.0,0.0
1684,Andrey Koreshkov,170.0,1990-08-23,6.0,0.0
1685,Matt Kovacs,244.0,1981-05-09,6.0,0.0
1686,Ilya Kotau,170.0,,,
1687,Marcus Kowal,135.0,1977-03-29,,
1688,Naoyuki Kotani,155.0,1981-12-08,5.0,8.0
1689,Iouri Kotchkine,235.0,1969-12-21,6.0,2.0
1690,Josh Koscheck,170.0,1977-11-30,5.0,10.0
1691,Karolina Kowalkiewicz,115.0,1985-10-15,5.0,3.0
1692,Steve Kozola,155.0,,,
1693,Derrick Krantz,170.0,1988-01-13,5.0,10.0
1694,Jorgen Kruth,205.0,1974-05-08,6.0,2.0
1695,James Krause,170.0,1986-06-04,6.0,2.0
1696,Rene Kronvold,170.0,1970-01-03,5.0,8.0
1697,Pascal Krauss,170.0,1987-04-19,6.0,1.0
1698,Nikita Krylov,205.0,1992-03-07,6.0,3.0
1699,Mariusz Ksiazkiewicz,185.0,1989-10-04,6.0,3.0
1700,Junya Kudo,135.0,1983-03-24,,
1701,Anton Kuivanen,155.0,1984-05-01,5.0,8.0
1702,Aleksei Kunchenko,170.0,1984-05-02,5.0,8.0
1703,John Kuhner,170.0,1982-10-12,,
1704,Maiju Kujala,135.0,1986-02-24,,
1705,Michael Kuiper,185.0,1989-06-07,6.0,0.0
1706,Keigo Kunihara,235.0,,6.0,0.0
1707,Kiichi Kunimoto,170.0,1981-05-01,5.0,10.0
1708,Leo Kuntz,155.0,1983-10-03,5.0,10.0
1709,Yana Kunitskaya,135.0,1989-11-11,5.0,6.0
1710,Korey Kuppe,170.0,1989-01-23,6.0,5.0
1711,Tsuyoshi Kurihara,185.0,1973-07-13,5.0,10.0
1712,Ramazan Kuramagomedov,170.0,1996-08-23,6.0,1.0
1713,Eldari Kurtanidze,235.0,1972-04-16,5.0,6.0
1714,Kyle Kurtz,170.0,,,
1715,Guram Kutateladze,155.0,1992-01-08,5.0,11.0
1716,Kaleo Kwan,155.0,1970-08-01,5.0,7.0
1717,Lina Kvokov,135.0,,5.0,9.0
1718,Jarrod Kwitty,185.0,,5.0,8.0
1719,Mike Kyle,205.0,1980-03-31,6.0,4.0
1720,Achmed Labasanov,215.0,1978-04-24,6.0,3.0
1721,Josh LaBerge,145.0,,5.0,10.0
1722,Jeremiah Labiano,135.0,,5.0,10.0
1723,Kemran Lachinov,170.0,,,
1724,Ryan LaFlare,170.0,1983-10-01,6.0,1.0
1725,Aspen Ladd,135.0,1995-03-01,5.0,6.0
1726,Noad Lahat,145.0,1984-06-08,5.0,9.0
1727,Ben Lagman,185.0,1986-09-04,6.0,2.0
1728,Tim Lajcik,225.0,1965-06-21,6.0,1.0
1729,Tina Lahdemaki,115.0,1988-05-28,5.0,2.0
1730,Todd Lally,145.0,,5.0,7.0
1731,Sean Lally,170.0,1990-11-04,6.0,0.0
1732,Jason Lambert,185.0,1975-06-03,6.0,3.0
1733,Aaron Lanfranco,155.0,1986-08-26,,
1734,Austen Lane,245.0,1987-11-09,6.0,6.0
1735,Ricardo Lamas,145.0,1982-05-21,5.0,8.0
1736,Jose Landi-Jons,170.0,1973-09-09,5.0,11.0
1737,Nate Landwehr,145.0,1988-06-06,5.0,9.0
1738,Jeremy Lang,205.0,1975-05-11,5.0,11.0
1739,Lionel Lanham,205.0,1980-08-31,,
1740,Anthony Lapsley,170.0,1980-02-13,5.0,9.0
1741,Chad Laprise,170.0,1986-07-23,5.0,10.0
1742,Taylor Lapilus,135.0,1992-04-08,5.0,6.0
1743,Icho Larenas,235.0,1980-03-12,6.0,3.0
1744,TJ Laramie,145.0,1997-10-15,5.0,6.0
1745,Lina Lansberg,135.0,1982-03-13,5.0,7.0
1746,Jeremy Larsen,145.0,1984-05-18,5.0,10.0
1747,Ryan Larson,170.0,1980-12-30,,
1748,Bobby Lashley,255.0,1976-07-16,6.0,3.0
1749,Sione Latu,215.0,,6.0,0.0
1750,Brock Larson,170.0,1977-08-23,5.0,11.0
1751,Ilir Latifi,205.0,1983-07-28,5.0,10.0
1752,Jenel Lausa,125.0,1988-08-01,5.0,5.0
1753,Joe Lauzon,155.0,1984-05-22,5.0,10.0
1754,Chatt Lavender,170.0,1976-05-24,5.0,8.0
1755,Dan Lauzon,155.0,1988-03-30,5.0,10.0
1756,Muhammed Lawal,205.0,1981-01-11,6.0,0.0
1757,Tom Lawlor,205.0,1983-05-15,6.0,0.0
1758,Justin Lawrence,145.0,1990-05-15,5.0,8.0
1759,Lance Lawrence,145.0,1993-06-26,6.0,1.0
1760,Robbie Lawler,170.0,1982-03-20,5.0,11.0
1761,Lorenz Larkin,170.0,1986-09-03,5.0,11.0
1762,Ronnie Lawrence,135.0,1992-06-13,5.0,8.0
1763,Eric Lawson,185.0,1981-02-12,6.0,0.0
1764,Valmir Lazaro,155.0,1985-08-15,6.0,0.0
1765,Mounir Lazzez,170.0,1987-11-16,6.0,1.0
1766,Cung Le,185.0,1972-05-25,5.0,9.0
1767,Thanh Le,145.0,1985-08-28,5.0,9.0
1768,Jordan Leavitt,155.0,1995-06-02,5.0,9.0
1769,Jerome LeBanner,265.0,1972-12-26,6.0,3.0
1770,Mickael Lebout,155.0,1987-08-16,5.0,11.0
1771,Stephen Ledbetter,145.0,1982-06-30,5.0,9.0
1772,Chris Leben,185.0,1980-07-21,5.0,11.0
1773,James Lee,205.0,1973-09-22,5.0,11.0
1774,Justin Ledet,205.0,1988-09-28,6.0,4.0
1775,David Lee,155.0,1978-04-12,5.0,10.0
1776,Eun Soo Lee,215.0,1982-03-07,6.0,1.0
1777,Jackie Lee,,,,
1778,Tae Hyun Lee,295.0,1975-01-17,6.0,6.0
1779,Tommy Lee,145.0,1977-01-20,5.0,7.0
1780,Matt Lee,155.0,1971-07-09,5.0,11.0
1781,Imani Lee,,1977-07-17,,
1782,Vaughan Lee,125.0,1982-10-15,5.0,6.0
1783,Rocky Lee,145.0,1987-04-08,5.0,9.0
1784,Andrea Lee,125.0,1989-02-11,5.0,6.0
1785,Kevin Lee,170.0,1992-09-04,5.0,9.0
1786,Ricky Legere Jr.,170.0,1985-12-21,5.0,8.0
1787,Sherron Leggett,155.0,1978-10-27,5.0,8.0
1788,Cheyden Leialoha,135.0,1994-03-15,5.0,8.0
1789,Stefan Leko,215.0,1974-06-03,6.0,2.0
1790,Thales Leites,185.0,1981-09-06,6.0,1.0
1791,Giacomo Lemos,247.0,1989-06-23,6.0,3.0
1792,Christophe Leninger,200.0,,6.0,0.0
1793,Jean Francois Lenogue,185.0,1972-11-29,6.0,0.0
1794,Gabe Lemley,155.0,,5.0,8.0
1795,Amanda Lemos,115.0,1987-05-22,5.0,4.0
1796,Jesse Lennox,170.0,1982-03-10,5.0,9.0
1797,Alberta Cerra Leon,238.0,,5.0,8.0
1798,Nik Lentz,145.0,1984-08-13,5.0,8.0
1799,Anthony Leone,135.0,1987-05-27,5.0,6.0
1800,Chad Leonhardt,170.0,1980-02-19,6.0,0.0
1801,Victoria Leonardo,125.0,1990-02-16,5.0,5.0
1802,Michael Lerma,,1973-11-18,,
1803,Kimo Leopoldo,235.0,1968-01-05,6.0,3.0
1804,Lukasz Les,170.0,1981-11-05,,
1805,Frank Lester,170.0,1984-06-10,5.0,11.0
1806,Brock Lesnar,265.0,1977-07-12,6.0,3.0
1807,Justin Levens,185.0,1980-04-18,5.0,11.0
1808,Valerie Letourneau,115.0,1983-04-29,5.0,7.0
1809,Leah Letson,145.0,1992-08-21,5.0,7.0
1810,Marcus LeVesseur,155.0,1982-07-17,5.0,9.0
1811,David Levicki,275.0,,6.0,5.0
1812,Kyle Levinton,,,,
1813,Natan Levy,155.0,1991-09-30,5.0,9.0
1814,John Lewis,155.0,,6.0,0.0
1815,Chi Lewis-Parry,243.0,1983-08-10,6.0,9.0
1816,Derrick Lewis,260.0,1985-02-07,6.0,3.0
1817,Bevon Lewis,185.0,1991-05-05,6.0,3.0
1818,Li Jingliang,170.0,1988-03-20,6.0,0.0
1819,Sam Liera,,1983-11-26,,
1820,Zach Light,170.0,1974-02-06,5.0,8.0
1821,Chuck Liddell,205.0,1969-12-17,6.0,2.0
1822,Scott Lighty,205.0,1978-10-15,6.0,2.0
1823,Chris Liguori,185.0,,5.0,9.0
1824,Jae Suk Lim,170.0,1979-11-09,5.0,9.0
1825,Hyun Gyu Lim,170.0,1985-01-16,6.0,3.0
1826,Juliana Lima,115.0,1982-03-15,5.0,5.0
1827,Douglas Lima,170.0,1988-01-05,6.0,1.0
1828,Dhiego Lima,170.0,1989-01-31,6.0,2.0
1829,Mabelly Lima,135.0,1994-01-25,5.0,2.0
1830,Jess Liaudin,170.0,,5.0,9.0
1831,Miguel Linares,,,,
1832,Jake Lindsey,155.0,1986-06-21,5.0,11.0
1833,Matt Lindland,185.0,1970-05-17,6.0,0.0
1834,John Lineker,135.0,1990-06-12,5.0,3.0
1835,Philipe Lins,240.0,1985-08-17,6.0,2.0
1836,Lucio Linhares,185.0,1973-12-08,6.0,2.0
1837,Donnie Liles,170.0,,5.0,9.0
1838,Ariane Lipski,125.0,1994-01-26,5.0,6.0
1839,Wesley Little,205.0,,6.0,4.0
1840,Abner Lloveras,155.0,1982-09-04,5.0,11.0
1841,Brian Lo-A-Njoe,155.0,1976-01-22,5.0,7.0
1842,Dean Lister,185.0,1976-02-13,6.0,1.0
1843,John Lober,199.0,1968-02-26,5.0,11.0
1844,Artem Lobov,145.0,1986-08-11,5.0,9.0
1845,Dylan Lockard,145.0,1992-05-19,5.0,9.0
1846,Sean Loeffler,185.0,1982-05-23,6.0,3.0
1847,Michael Lombardo,170.0,1990-04-03,6.0,0.0
1848,David Loiseau,185.0,1979-12-17,6.0,0.0
1849,Christian Lohsen,155.0,1995-01-24,6.0,2.0
1850,Hector Lombard,185.0,1978-02-02,5.0,9.0
1851,Austin Lingo,145.0,1994-07-10,5.0,10.0
1852,Rocky Long,145.0,1978-02-18,,
1853,Thomas Longacre,145.0,,5.0,9.0
1854,Loma Lookboonmee,115.0,1996-01-18,5.0,1.0
1855,Lucas Lopes,185.0,1979-10-05,6.0,2.0
1856,Ivan Lopez,135.0,,5.0,6.0
1857,Dileno Lopes,135.0,1984-09-26,5.0,5.0
1858,Federico Lopez,139.0,1984-01-04,5.0,4.0
1859,Steve Lopez,155.0,1984-07-30,5.0,11.0
1860,Jorge Lopez,170.0,1988-11-21,5.0,10.0
1861,Christopher Lopez,170.0,1986-01-30,5.0,10.0
1862,Gustavo Lopez,135.0,1989-06-27,5.0,5.0
1863,Matthew Lopez,135.0,1987-01-21,5.0,7.0
1864,Nate Loughran,185.0,1980-07-28,6.0,2.0
1865,Brendan Loughnane,145.0,1989-12-05,5.0,10.0
1866,Benito Lopez,135.0,1994-04-06,5.0,10.0
1867,Rashard Lovelace,155.0,,,
1868,Ian Loveland,145.0,1983-09-07,5.0,8.0
1869,Waylon Lowe,145.0,1980-10-31,5.0,7.0
1870,Jakob Lovstad,205.0,1979-12-28,6.0,3.0
1871,Brandon Lowe,155.0,,,
1872,Matt Lucas,205.0,1973-12-27,6.0,1.0
1873,Robert Lucarelli,245.0,,6.0,2.0
1874,Cleber Luciano,155.0,,5.0,6.0
1875,Joe Lowry,155.0,1989-12-12,5.0,11.0
1876,Duane Ludwig,170.0,1978-08-04,5.0,10.0
1877,Alexandru Lungu,385.0,1974-09-03,6.0,0.0
1878,Thaddeus Luster,210.0,,6.0,3.0
1879,Dalcha Lungiambula,185.0,1987-07-31,5.0,8.0
1880,Mike Lullo,145.0,1979-07-24,5.0,8.0
1881,Travis Lutter,185.0,1973-05-12,5.0,11.0
1882,Tucker Lutz,155.0,1994-07-12,5.0,8.0
1883,Vicente Luque,170.0,1991-11-27,5.0,11.0
1884,Lv Zhenhong,145.0,1993-06-25,5.0,8.0
1885,Stevie Lynch,170.0,,5.0,10.0
1886,Adam Lynn,155.0,1977-11-16,5.0,10.0
1887,Chris Lytle,170.0,1974-08-18,5.0,11.0
1888,Dong Hyun Ma,155.0,1988-09-09,5.0,11.0
1889,William Macario,170.0,1991-07-01,5.0,11.0
1890,Jason MacDonald,185.0,1975-06-03,6.0,3.0
1891,Rob MacDonald,205.0,1978-09-05,6.0,3.0
1892,Rory MacDonald,170.0,1989-07-22,6.0,0.0
1893,Ryan MacDonald,135.0,1993-03-18,5.0,11.0
1894,Veronica Macedo,125.0,1995-10-30,5.0,4.0
1895,Clayton MacFarlane,170.0,,,
1896,War Machine,170.0,1981-11-30,5.0,11.0
1897,Anthony Macias,185.0,1969-02-09,5.0,9.0
1898,Lyoto Machida,185.0,1978-05-30,6.0,1.0
1899,Ryan Madigan,170.0,,6.0,0.0
1900,Pauline Macias,115.0,1988-06-27,5.0,4.0
1901,Don Madge,155.0,1990-11-12,6.0,0.0
1902,Ilima Macfarlane,125.0,,5.0,4.0
1903,Mark Madsen,155.0,1984-09-23,5.0,8.0
1904,Jon Madsen,240.0,1980-02-12,6.0,0.0
1905,Yoshiro Maeda,139.0,1981-10-31,5.0,7.0
1906,Vinicius Magalhaes,145.0,1971-07-30,,
1907,Vinny Magalhaes,205.0,1984-07-02,6.0,3.0
1908,Bernardo Magalhaes,155.0,1981-04-08,5.0,9.0
1909,Eric Magana,,,,
1910,Caio Magalhaes,185.0,1987-12-14,6.0,1.0
1911,Brandon Magana,170.0,,,
1912,Reza Madadi,155.0,1978-06-20,5.0,11.0
1913,Angela Magana,115.0,1983-08-02,5.0,1.0
1914,Neil Magny,170.0,1987-08-03,6.0,3.0
1915,Rashid Magomedov,155.0,1984-11-29,5.0,9.0
1916,Ruslan Magomedov,242.0,1986-11-26,6.0,3.0
1917,Ibragim Magomedov,250.0,1975-06-08,6.0,0.0
1918,John Maguire,155.0,1983-05-19,5.0,9.0
1919,Zabit Magomedsharipov,145.0,1991-03-01,6.0,1.0
1920,Lolohea Mahe,,,,
1921,Leonardo Mafra,155.0,1989-04-25,5.0,10.0
1922,Michelle Maher,145.0,,,
1923,Bill Mahood,200.0,1967-02-01,6.0,3.0
1924,Levan Makashvili,145.0,1989-01-07,5.0,8.0
1925,Jennifer Maia,125.0,1988-10-06,5.0,4.0
1926,Klayton Mai,125.0,1986-11-30,5.0,9.0
1927,John Makdessi,155.0,1985-05-03,5.0,8.0
